Year,Title,Director,Cast,Genre
1925,Handsome Blackguard a.k.a. Fankdo Fituri,Homi Master,"sethna,thelma,master,b,yvonne,homi,boman,athavale,yakbal,moti,miss,k,fram,wallace,behram",costume
1925,Hirji Kamdar,Homi Master,"khalil,rajababu,janibabu",social
1925,Hothal Padmini,Harshadrai Mehta,"haider,shah,ermeline,malika,nandram,gulab,gangaram",costume
1925,Indra Sabha a.k.a. The Royal Court Of Indra,Manilal Joshi,"siddimiya,b,athavale,raja,zubeida,khalil,k,sultana,sandow",fantasy
1925,Jal Kumari a.k.a. Hoor-Al-Bahar,Harshadrai Mehta,"vishnu,gangaram,gulab",fantasy
1925,Jaler Meye a.k.a. The Girl In Prison a.k.a. Fisher Girl,Jyotish Bannerji,"chakraborty,durgadas,kalidasi,a,bannerjee,k,mukherjee,kalidas",social
1925,Justice,Vedi,"p,y,altekar",social
1925,Kala Chor a.k.a. The Black Thief,Manilal Joshi,"raja,janibabu,zubeida,putlibai,sandow",costume
1925,Kali Nagin,Bhagwati Mishra,jilloobai,fantasy
1925,Kamallata,Kanjibhai Rathod,ermeline,fantasy
1925,Kangal Qaidi a.k.a. Doomed Soul,K. P. Bhave,"mohanlala,jainoo,dorabji,yeshwant,miss,bhagwati,parshwanath,mevawala,altekar,mishra",social
1925,Kashmiri Sundari,Unknown,"howells,mohammed,patience,p,cooper,hussain,j",social
1925,Krishna Kumar a.k.a. Sacho Haqdar,Harshadrai Mehta,"vishnu,gangaram,gulab",costume
1925,Kulin Kanta,Homi Master,"vasania,boman,yakbal,moti,miss,jamuna,khalil,janibabu,behram",social
1925,Kunj Vihari,Homi Master,jamuna,mythology
1925,Lalan Vanjari,Maneklal Patel,"pranjivan,gangaram,ermeline,gulab",legend
1925,Lanka Ni Laadi a.k.a. Fairy Of Ceylon,Homi Master,"gohar,raja,khalil,jamuna,sandow",fantasy
1925,Looking For Love a.k.a. Sanam Ni Shodma,M. M. Vaidya,"dorothy,monghibai,dave,miss,mani,maganlal,vaidya,gatubhai,bhimbhai",social
1925,Mahatma Kabirdas,Raghupathy S. Prakasa,unknown,devotional
1925,Maya Bazaar a.k.a. Vatsala Haran,Baburao Painter,"kamladevi,yadav,ganpat,pawar,shantaram,bakre,v,balasaheb,zunzharrao",mythology
1925,Mewadpati Bappa Rawal,Unknown,unknown,historical
1925,Mojili Mumbai a.k.a. Slaves Of Luxury,Manilal Joshi,"charlie,noor,yakbal,raja,janibabu,miss,jamuna,moti,mohammed,saraswati,devi,sandow","crime,thriller"
1925,Mulraj Solanki,K. P. Bhave,"vakil,jilloobai,yeshwant,parshwanath,madanrai,altekar,elizer",historical
1925,My Wife a.k.a. Mari Dhaniyani,Homi Master,"siddimiya,moti,miss,jamuna,khalil",social
1925,Naval Sha Hirjee,Unknown,unknown,legend
1925,Noor-E-Deccan a.k.a. Light Of The Deccan,Bhagwati Mishra,"khalil,jillobai,gohar",historical
1925,Pampered Youth a.k.a. Adooray Chheley,J.J. Madan,"sharifa,cooper,surajram,patience",social
1925,Prabhavati,N. D. Sarpotdar,"p,y,altekar",historical
1925,Premanjali a.k.a. An Offering Of Love,Jyotish Bannerji,"chakraborty,ahindra,durgadas,choudhary,a,bannerjee,k,mukherjee,kalidas",social
1925,Ra Navghan a.k.a. Raj Bhakti a.k.a. Vir Pasali,Nagendra Majumdar,"vakil,jilloobai,zubeida,madanrai,elizer",historical
1925,Raja Yogi a.k.a. The Prince Ascetic,Manilal Joshi,"charlie,noor,yakbal,raja,moti,miss,jamuna,mohammed,sandow",historical
1925,Rambha Of Rajnagar a.k.a. Amdawad Ni Sethani,Homi Master,"charlie,noor,yakbal,mohammed,zubeida,miss,khalil",social
1925,Rana Hamir a.k.a. Samrat Hamir,Baburao Painter,"kamladevi,yadav,pawar,ansuyabai,sushiladevi,shantaram,v,balasaheb,zunzharrao",historical
1925,Rana Pratap,Bhagwati Mishra,unknown,historical
1925,Syamantaka Mani a.k.a. Krishna Under Charge Of Theft,Dadasaheb Phalke,"bhaurao,krishna,datar,chauhan",mythology
1925,Sansar Chakra a.k.a. Pehla Pyar,Unknown,"sharifa,surajram,patience,dadibhai,cooper,sarkari",social
1925,Sant Janabai,G.V. Sane,"vasant,bhaurao,shinde,datar,madhav,khaire",devotional
1925,Sati Laxmi a.k.a. Pious Laxmi,Jyotish Bannerjee,"chakraborty,manorama,shishubala,paul,bhattacharya,patience,cooper,kunjalal,kartik,shashimukhi,dey,manmotha,dhiraj",devotional
1925,Sati Sreemantini,Unknown,unknown,mythology
1925,Sati Tara a.k.a. War Between Vali And Sugriva a.k.a. Vali Sugriva Yudh,Shinde,"bhaurao,tatyaba,datar,chauhan,shelar,krishna",mythology
1925,Savkari Pash a.k.a. Indian Shylock,Baburao Painter,"kamladevi,dhaiber,bhute,yadav,shankarrao,pawar,keshavrao,shantaram,bakre,v,balasaheb,zunzharrao",social
1925,Search For Pandavs a.k.a. Pandav Shodh,G. V. Sane,unknown,mythology
1925,Seth Sagalsha a.k.a. Wealth And The World,Mohan Dayaram Bhavnani,jamuna,legend
1925,Shahala Shah a.k.a. Check To The King,Baburao Painter,"kamladevi,yadav,ganpat,pawar,shantaram,bakre,v,balasaheb,zunzharrao",social
1925,Shanker Lila,Unknown,unknown,religious
1925,Shanta,Unknown,unknown,social
1925,Shri Vatsa Chinta,Bhagwati Mishra,unknown,mythology
1925,Social Pirates a.k.a. Mumbai Ni Mohini a.k.a. Night Side Of Bombay,Nanubhai Desai,"mohanlala,fatma,dorabji,begum,mevawala,elizer","crime,drama"
1925,Sultaness Of Love,Unknown,unknown,costume
1925,Suvarna,Manilal Joshi,"putli,sandow,raja",unknown
1925,The Divine Punishment a.k.a. Deshna Dushman a.k.a. Rangilo Rajvi,Manilal Joshi,"n,charlie,noor,yakbal,athavale,raja,zubeida,miss,moti,k,mohammed,r,vaidya,bachu,sandow",costume
1925,The Exiled Prince a.k.a. Ujaint Kumar,Bhagwati Mishra,jilloobai,unknown
1925,The Noble Scamp a.k.a. Khandani Khavis,Manilal Joshi,"d,vyas,chowdhary,raja,zubeida,a,r,baba,sandow",costume
1925,Turki Hoor a.k.a. Beauty Of A Turkey Girl,J. J. Madan,"mohan,surajram,master,patience,manilal,sarifa,cooper",social
1925,Two Untouchables a.k.a. Dherni Chokri,N. D. Sarpotdar,"parshwanathy,joshi,jones,rajwade,yeshwant,miss,dattoba,altekar",social
1925,Veer Bala a.k.a. Brave Girl,M. D. Bhavnani,"charlie,noor,sulochana,mohammed,khalil",costume
1925,Verni Vasulat a.k.a. Sweet Revenge,Harshadrai Mehta,"haridas,damania,pranjivan,durga",social
1925,Vimla a.k.a. Mother India,"Chandulal Shah, D. D. Dabke","putli,sandow,raja",social
1925,Yashodevi a.k.a. Sacrifice,Nagendra Majumdar,"madanrai,zubeida,vakil",historical
1926,Abala Rani a.k.a. The Queen Who Would Not Speak,S. N. Patankar,zubeida,abola
1926,A Crown For Two Days a.k.a. Be Din Nu Badshah,Harshadrai Mehta,"himmatlal,ermeline,nandram,gulab,vishnu",social
1926,Ajab Kumari,Manilal Joshi,"miss,daji,mary,mohanlala",costume
1926,Amar Asha a.k.a. Immortal Hope,Harshadrai Mehta,"nandram,ermeline,gulab",historical
1926,Asha a.k.a. Hope a.k.a. Andhli Phool Wali,Rama S. Chowdhury,"putli,b,vyas,nagendra,athavale,k,baba,majumdar,ghory",social
1926,Balaji Nimbalkar,Dadasaheb Phalke,"vasant,bhaurao,sakte,datar,shinde,chauhan,dattopant,krishna",historical
1926,Bhagwa Zenda a.k.a. The Orange Flag,K. P. Bhave,"asooji,sansare,vakil,baburao,madanrai,elizer",historical
1926,Bhakta Prahlad a.k.a. Devout Prahlad,Dadasaheb Phalke,"gole,bhaurao,datar,gangaram,yamuna,bachu",devotional
1926,Bhasmasur Vadh a.k.a. Prithvi Putra,G. S. Devare,"gohar,sandow,raja",social
1926,Bolti Bulbul a.k.a. The Talking Nightingale a.k.a. Shahi Fakir,Dhirubhai Desai,"mumtaz,kumar,begum,zebunissa,anil",fantasy
1926,Briefless Barrister,Homi Master,"putli,gohar,siddimiya,moti",social
1926,Bulbule Paristan a.k.a. The Nightingale From The Land Of Fairies,Fatma Begum,"putli,vakil,b,fatma,fiske,madame,athavale,tosca,begum,zubeida,miss,k,sultana,madanrai",fantasy
1926,Burkhawali a.k.a. Veiled Enemy,Kanjibhai Rathod,"nandram,shah,ermeline,haider",unknown
1926,Chatra Bakavli,S. N. Patankar,unknown,fantasy
1926,Cinema Queen a.k.a. Love's Sacrifice a.k.a. Cinema Queen,M. D. Bhavnani,"khalil,putli,sulochana",social
1926,Delhi No Thug a.k.a. Thief Of Delhi,Homi Master,"khalil,gohar",costume
1926,Dha Cha Maa a.k.a. Murder Of Narayanrao Peshwa,N. D. Sarpotdar,"n,sundarrao,bandopant,bilimoria,koregaonkar,durgabai,datoba,dinshaw,kulkarni,p,jayarampant,varne,sohoni,rajwade,nadkarni,wamanrao",historical
1926,Dharma Patni a.k.a. The Wife,Jyotish Bannerjee,"patience,durgads,bannerji,kartik,cooper,dey",social
1926,Dhanurbhanga a.k.a. The Marriage of Janaki a.k.a. Janaki Swayamwara,Dadasaheb Phalke,unknown,mythology
1926,Dil Aram,Nanubhai Desai,"kapoor,mary,a,janibabu,miss,p,prabhashankar,dwarkee",historical
1926,Dulari,Manilal Joshi,"putli,sansare,vakil,baburao,jilloobai,m,madanrai,udvadia,elizer,yusuf",historical
1926,Dagabaaz Duniya a.k.a. Way Of The World,Harihar Diwana,"amirbanu,yakbal,jones",social
1926,Fearless Phantom a.k.a. Andher Nagri a.k.a. Delhi No Dodh Chhel,Unknown,"dwarki,gangaram,bapu",costume
1926,For Country's Sake,Harihar Diwana,"miss,tara,mary",costume
1926,Gaj Gouri,Unknown,"yadav,b",mythology
1926,Gentleman Loafer a.k.a. Bhadraveshi Goonda,Unknown,"durmad,vakil,gulab,jilloobai,madanrai",social
1926,Golden Lotus a.k.a. Suvarna Kamal,K. P. Bhave,"master,mary,heera,ali,hakim,shiraz,vithal,miss,janibabu,rosy",mythology
1926,Indrajal a.k.a. Missing Bracelet,Bhagwati Mishra,"fatma,jilloobai,zubeida,begum,elizer",mythology
1926,Jaydev a.k.a. Joydeb,Unknown,"cooper,patience",devotional
1926,Jungle Ni Jadibuti a.k.a. Love Rewarded,Manilal Joshi,"tara,bachu,balabhai",social
1926,Kacha Devyani a.k.a. Vidhyaharan,Shree Nath Patankar,"bhonsle,b,athavale,k,thatte",mythological
1926,Kalabaaz Ashaq a.k.a. Wooing Tactics,V. K. Pattani,"dorothy,allarakha,muflis,batukbhai,monghibai,soni,shanta,mavji,nathalal,vaidya,gatubhai,mir",social
1926,Kashmeera a.k.a. Enemy's Daughter,Manilal Joshi,"khan,vakil,zubeida,w,m,madanrai",costume
1926,Kataryu Gap,Dinshaw Zhaveri,"madanrai,vakil",social
1926,Keechak Vadh,G. V. Sane,"gole,bhaurao,datar,yamuna,bachu",mythology
1926,Lakho Vanjaro,Homi Master,"khalil,jamuna,gohar",legend
1926,Lion Of Mewar a.k.a. Diwan Bhamansha,M. D. Bhavnani,"putli,vakil,jilloobai,madanrai,elizer",historical
1926,Love Is Blind a.k.a. Raja Ne Gami Te Rani,Kanjibhai Rathod,"ermeline,gulab",social
1926,Madan Kala,Harihar Diwana,"jani,asha,master,mary,vithal,miss,tara,babu",fantasy
1926,Madhav Kam Kundala,Chandulal Shah,"putli,verni,fiske,raja,miss,blanche,sandow",legend
1926,Manovijaya,Shree Nath Patankar,"b,athavale,takle,k,nargis",unknown
1926,Marriage Market a.k.a. Lagn Ke Lilam,Bachoo Babu,"siddimiya,usha,rani,moti",social
1926,Mena Kumari,M. D. Bhavnani,"gohar,raja,vaidya,sandow,ghanashyam",costume
1926,Midnight Rider a.k.a. Pahadi Pindharo,Bhagwati Mishra,"putli,vakil,jean,rajhans,jilloobai,miss,madanrai",costume
1926,Moon Cursed By Ganpati a.k.a. Chaturthicha Chandra,Dadasaheb Phalke,"bhaurao,datar",mythology
1926,Mohini Avatar a.k.a. Mohini Incarnation Of God a.k.a. Samudra Manthan,Raghupathy S. Prakasa,unknown,mythology
1926,Mumtaz Mahal,Homi Master,"siddimiya,gohar,sulochana,raja,sandow",historical
1926,Neera a.k.a. Beautiful Snake Of Aravali,"Rama Chowdhury, R. G. Torney","putli,vakil,b,vyas,athavale,raja,zubeida,k,baba,dabir,madanrai,ghory,sandow",fantasy
1926,Pagal Premi a.k.a. Girl Mad,M. D. Bhavnani,"vakil,d,bhavnani,sulochana,m,madanrai",social
1926,Panna Ratna a.k.a. Jewel Of Mewar,Harshadrai Mehta,"fayma,master,kamlakar,fatma,nandram,gangaram,begum,miss",legend
1926,Prahlad a.k.a. Worshipper Prahlad a.k.a. Bhakta Prahlad,Baburao Painter,"kamladevi,yadav,kelkar,r,shantaram,bal,mane,v,gulabbai,balasaheb,g,padmabai",mythology
1926,Profulla a.k.a. Prafulla,Jyotish Bannerji,"patience,satyen,dadibhai,cooper,dey,sarkari",social
1926,Punch Mahabhuta,"Homi Master, Dr. Alvaro",unknown,social
1926,Pyari Mamta,Bhagwati Mishra,"putli,madanrai,jilloobai,vakil",social
1926,Radha Madhav,K. P. Bhave,"asooji,sansare,vakil,baburao,dwarki,jilloobai,madanrai,elizer",religious
1926,Raja Bhoj a.k.a. Man And His Destiny a.k.a. Trial Of Destiny,Dinshaw J. Jhaveri,"saku,vakil,jilloobai,zubeida,madanrai","legend,historical"
1926,Ra Kawat a.k.a. Pranay Milan,M. D. Bhavnani,"gohar,sulochana,raja,myers,sandow,ruby,ghanashyam",historical
1926,Ram Bharose a.k.a. Perchance,Harshadrai Mehta,"kumari,ermeline,nandram,gulab,prabhudas,kusum,durga",social
1926,Ram Rajya Vijay a.k.a. The Triumph Of Lord Rama,Dadasaheb Phalke,unknown,religious
1926,Ramrajya Vijay,G. V. Sane,unknown,religious
1926,Ratan Manjari a.k.a. Ratna Manjari,Manilal Joshi,"miss,master,mary,vithal",unknown
1926,Samrat Shiladitya a.k.a. Greatest Sacrifice,M. D. Bhavnani,"gohar,sulochana,raja,moti,myers,sandow,ruby",historical
1926,Sant Eknath a.k.a. Saint Of Paithan,Dadasaheb Phalke,"bhaurao,datar,gotiram",devotional
1926,Sarkari Praser,Baburao Painter,unknown,unknown
1926,Sati Jasma a.k.a. Jasma Odan,Homi Master,"n,gohar,charlie,noor,mohammed,khalil,r,vaidya,jumuna,ghanshyam",devotional
1926,Sati Menadevi a.k.a. Costly Couplet,P. J. Jhaveri,"vakil,jilloobai,zubeida,madanrai,udvadia",legend
1926,Sati Saroj a.k.a. Shiyal Ni Kasoti,Unknown,"madanrai,jilloobai,elizer,vakil","devotional,legend"
1926,Satyavijaya a.k.a. The Triumph Of Youth,Shree Nath Patankar,"b,kale,athavale,narayan,k,thatte,keshav",social
1926,Saurashtra Veer,Nanubhai Desai,"banu,amir,yeshwant,parshwanath,altekar",costume
1926,Shah-E-Jungle a.k.a. King Of Forest,K. P. Bhave,"vakil,udwadia,jilloobai,bhagwati,m,madanrai,mishra","costume,action"
1926,Sheesh Mahal,Bhagwati Mishra,"vakil,jilloobai,bhagwati,madanrai,mishra,elizer",costume
1926,Shirin Farhad a.k.a. At The Altar Of Love,Homi Master,"gohar,charlie,heera,daji,noor,mohammed,khalil,jumuna","legend,romance"
1926,Slaves Of Custom,Bhagwati Mishra,"vakil,jilloobai,bhagwati,madanrai,mishra",social
1926,Society Butterfly a.k.a. Khubsurat Bala,Kanjibhai Rathod,"haider,shah,ermeline,joshi,fatma,nandram,gulab,begum,vishnu",costume
1926,Sweet Adversity a.k.a. Panima Aag,Nagendra Majumdar,"putli,vakil,jainu,jilloobai,miss,madanrai",fantasy
1926,Tai Teleen a.k.a. Tayi Teleen,N. D. Sarpotdar,"bilimoria,d,gokhale,bapu,gangu,durga",historical
1926,Telephone Girl,M. D. Bhavnani,unknown,unknown
1926,The Pretender a.k.a. Totayache Bund,N. D. Sarpotdar,"n,bandopant,koregaonkar,durgabai,d,potdar,kulkarni,p,varne,sohoni,dattoba,rajwade,wamanrao",historical
1926,The Telephone Girl a.k.a. Telephone Ni Taruni,Homi Master,"gohar,sulochana,raja,khalil,myers,jumuna,sandow,ruby",social
1926,The Vamp a.k.a. Yauvan Chakra,Naval Gandhi,"miss,yakbal",social
1926,The Victim a.k.a. Bhool No Bhog,Harshadrai Mehta,"nandram,ermeline,prabhudas,gulab",social
1926,Typist Girl a.k.a. Why I Became A Christian,Chandulal Shah,"gohar,sulochana,raja,myers,sandow,ruby",social
1926,Vanthel Veshya a.k.a. Flirting Widow a.k.a. Vanthel Vidhwa,K. P. Bhave,"madanrai,jilloobai,vakil","costume,action"
1926,Vasant Bala,Nanubhai B. Desai,"miss,master,jones,vithal",costume
1926,Veer Kesari a.k.a. Brave Kesari,Kanjibhai Rathod,"haider,shah,ermeline,joshi,nandram,gulab,vishnu",costume
1926,Wandering Phantom a.k.a. Bhamto Bhoot,M. D. Bhavnani,"n,vasania,sulochana,khalil,r,myers,vaidya,ruby,behram",fantasy
1926,Way Of The World a.k.a. Dagabaaz Duniya,Harihar Diwana,"jones,amir,yakbal,miss,banu",social
1927,Adbhoot Khoon a.k.a. Horrible Murder,Unknown,unknown,unknown
1927,A Fair Warrior a.k.a. Shoor Killedarin,Vishnupant Aundhkar,"gangubai,wamanrao,kulkarni",historical
1927,Alladin and His Wonderful Lamp a.k.a. Alladdin Ane Jadui Fanas,Bhagwati Prasad Mishra,"zebunissa,elizer,yusuf",fantasy
1927,Allah Ka Pyara,K. P. Bhave,"khan,jamshedji,vakil,indira,zebunissa,devi,mehboob,madanrai,elizer",unknown
1927,Alibaba and the Forty Thieves a.k.a. Alibaba Chalis Chor,Bhagwati Prasad Mishra,"jamshedji,vakil,sulochana,jilloobai,khansaheb,myers,ruby,madanrai,elizer",fantasy
1927,Asuri Lalsa,Nanubhai B. Desai,"master,janibabu,malka,vithal,kumudini",unknown
1927,At The Clang Of Fetters a.k.a. Janjir Ne Jhankhare,Harshadrai Mehta,"joshi,haidershah,nandram,gulab,gangaram,alam,sultan,p,r",action
1927,Balidan a.k.a. Sacrifice,Naval Gandhi,"jal,master,sulochana,zubeida,vithal,makhijani,myers,j,ruby,khambatta","costume,social"
1927,Bansari Bala a.k.a. Fairy Of The Flute,A. P. Kapoor,"jani,asha,master,madhuri,vithal,meherbanu,babu",fantasy
1927,Be Ghadi Mouj a.k.a. Pleasure Mad,Narayan Deware,"n,rustomji,rajababu,jamuna,r,patel,vaidya,thomas",social
1927,Bhakta Sudama,Dadasaheb Phalke,"bhaurao,datar,kshirsagar",devotional
1927,Bhaneli Bhamini a.k.a. Educated Wife,Homi Master,"n,gohar,master,kishore,raja,p,k,r,vaidya,sandow",social
1927,Bhedi Trishul a.k.a. Hidden Treasure,Nanubhai B. Desai,"kapoor,lobo,master,a,vithal,miss,janibabu,p,prabhashankar,mani",action
1927,Bhim Sanjivan a.k.a. How Bhim Was Brought Back To Life,G. V. Sane,"bhaurao,anasuya,datar",devotional
1927,Chandidas a.k.a. Shree Krishna's Devotee,Jyotish Bannerjee,"purnima,nilima,manorama,patience,pullanalini,bannerjee,jyotsna,devi,cooper,tulsi",devotional
1927,Cultured Criminal a.k.a. Sudheral Shaitan,Unknown,unknown,social
1927,Daksha Yagna,G. V. Sane,"anasuya,bhaurao,mohite,datar,pawar,gangubai,bachu",devotional
1927,Dasavatar,R. S. Prakash,unknown,mythology
1927,Daya Ni Devi a.k.a. The Nurse,Mohan Dayaram Bhavnani,"jamshedji,d,sulochana,billimoria,myers,ruby",social
1927,Detective Kumar,K. B. Athavale,"b,rampyari,athavale,k,salvi,nalini",social
1927,Dilfarosh a.k.a. Merchant Of Hearts,M. Udwadia,"b,udwadia,athavale,saiyed,k,umer,m,nargis","costume,drama"
1927,Draupadi Vastraharan,Dadasaheb Phalke,"bachoba,mohite,baburao,datar,gangubai",mythology
1927,Durgesh Nandini,Priyanath Ganguly,"kanaknarayan,ahindra,chowdhury,durgadas,jainarayan,geeta,kanu,prabodh,patience,mitra,bannerjee,indira,mukherjee,bhup,devi,cooper,naresh,seeta,bose","legend,romance"
1927,Eighth Incarnation a.k.a. Krishna Sambhav,N. D. Sarpotdar,"gangubai,wamanrao,kulkarni",religious
1927,E Kon? a.k.a. Who,J. Jhaveri,"blanche,verne",unknown
1927,Fairy Of Delhi a.k.a. Rangmahal Ni Ramani,Homi Master,"khalil,shahzadi",costume
1927,Gandharva Kanya a.k.a. The Reunion,Unknown,"leena,nizam,nandram,gangaram,chandra,durga",costume
1927,Glory Of Virtue a.k.a. Sheel Prabhav,Vishnupant Aundhkar,unknown,social
1927,Goddess of Love,Fatma Begum,"fatma,begum",unknown
1927,Guarding Angel,K. P. Bhave,"jamshedji,zebunisa,khansaheb",social
1927,Gulzar a.k.a. The Horrors Of Slavery,Nanubhai Desai,"jani,mallika,mani,babu,yakub",costume
1927,Gunsundari a.k.a. Why Husbands Go Astray,Chandulal Shah,"n,jumna,gohar,rampyari,raja,r,vaidya,sandow",social
1927,Hanuman Janma a.k.a. The Birth Of Hanuman,Dadasaheb Phalke,"laxman,gole,bhaurao,datar,malusare,yamuna",religious
1927,Jaane-E-Alam Anjumanara,Nanubhai B. Desai,"mallika,kumudini,janibabu",fantasy
1927,Jana,Priyanath Ganguly,"patience,indira,da,ranjan,mukherjee,bannerjee,devi,cooper,tulsi,dinesh,krishnadan",mythology
1927,Jewelled Arrow a.k.a. Poonam No Chand a.k.a. Ratna Baan,Bhagwati Mishra,"jamshedji,indira,zebunissa,devi,elizer",costume
1927,Kailash Kumari a.k.a. Sansar Shatranj,Nanubhai Desai,"jani,mallika,miss,mani,babu",unknown
1927,Kala Pahad a.k.a. Masked Teror,A. P. Kapoor,"kumari,master,shanta,vithal,kumudini",costume
1927,Keshavkant B.A. a.k.a. Chastity Versus Unchastity,Harshadrai Mehta,"nandram,yakbal,nizam,keshavlal",social
1927,Krishnakanta's Will a.k.a. Krishnakanter Will,Priyanath Ganguly,"ahindra,chowdhury,durgadas,jainarayan,geeta,kanu,prabodh,patience,mitra,bannerjee,indira,mukherjee,devi,cooper,naresh,kartik,dey,seeta,bose",social
1927,Krishna Sakha,Ahindra Choudhury,"firozbala,sushil,choudhury,sinha,ahindra,ghosh,brojendra,santosh,saraswati,devi,tarakbala,sirkar",religious
1927,Kalapani No Kaidi a.k.a. Return Of Kala Naag,Homi Master,"master,shakuntla,homi,khalil,janki",costume
1927,Kicks Of Kismet a.k.a. Naseeb Ni Lila,Mohan Dayaram Bhavnani,"ermeline,vakil,sulochana,jilloobai,myers,madanrai,ruby",social
1927,Kimti Aansu a.k.a. Precious Tears,Harshadrai Mehta,"nizam,joshi,nandram,yakbal,p,r,vishnu",social
1927,Kul Deepak a.k.a. Born Hero,Kanjibhai Rathod,"haider,shah,nizam,nandram,gulabbai,durga",social
1927,Laila Majnu a.k.a. Laila And Majnu,Manilal Joshi,"shahzadi,madanrai,zubeida,vakil","legend,romance"
1927,Lohika Lilam a.k.a. Soul Of Slave,Manilal Joshi,"nargis,heera",costume
1927,Madalasa,G.V. Sane,"bhaurao,anasuya,datar",devotional
1927,Mahasati Ansuya,Kanjibhai Rathod,"sakina,master,vithal",devotional
1927,Master Stroke a.k.a. Mardna Gha,Kanjibhai Rathod,"haider,shah,sakina,nandram,gulab,gangaram,chandra",social
1927,Mohabbat Ke Musibat a.k.a. Love And Romance,M. M. Vaidya,unknown,unknown
1927,Mohana Rani a.k.a. Rani Mohana a.k.a. Chhelbatao,Dinshaw Jhaveri,"putli,madanrai,jilloobai,vakil",unknown
1927,Muraliwala,Baburao Painter,"gokhale,sushila,lalya,gangar,shantaram,devi,bal,v,madhusudan",religious
1927,Nala Damayanti,Dadasaheb Phalke,"bhaurao,mohite,khirsagar,datar,salanki,gangubai,bachchuram,gotiram",mythology
1927,Nanand Bhojai a.k.a. The Victim Of Society,Manilal Joshi,"udwadia,gangaram,zubeida,miss,nazir,takle,thatte,mani,rani,s,nargis",social
1927,Naqli Rani a.k.a. Sham Queen,Harshadrai Mehta,"mary,gangaram,janibabu,miss,prabhashankar,zebunisa,diwana,harihar",costume
1927,Nari Ki Nagan a.k.a. Soul Of A Snake,K. P. Bhave,"dinkar,sansare,vakil,baburao,jilloobai,tara,dhanji,madanrai",fantasy
1927,Netaji Palkar a.k.a. Beloved Leader Palkar,"Keshavrao Dhaiber, V. Shantaram","anasuya,deshpande,vasantrao,yadav,ganpat,sushila,pawar,mane,devi,bakre,gulabbai,balasaheb,zunzharrao",historical
1927,Pandav Rajasuya Yagam,Unknown,unknown,mythology
1927,Parsa Eblis a.k.a. Pavitra Satan,Manilal Joshi,"athavale,nargis",social
1927,Pita Pooja,Unknown,unknown,unknown
1927,Prem Ni Pratima a.k.a. Lovers,Manilal Joshi,"blanche,verne",unknown
1927,Princess Laila,Rama Choudhary,"vakil,la,helen,jilloobai,tosca,miss,blanche,verne,madanrai,elizer",costume
1927,Punarjanma a.k.a. Incarnation,Jaygopal Pillai,"artidevi,atorthy,bhanu,funniman,indira,bannerjee,chatterjee,premankur,sr,devi,sen,kedar,atul",costume
1927,Raghunathrao and Sarayubala,Madanrai Vakil,"p,r,joshi,jilloobai","semi,historical,romance"
